contig	kmers_bp	total_bp	chrom
BH4.00021563	62	25006	EH23a.chr8
BH4.00004157	93	3972492	EH23a.chr6
BH4.00002935	62	25110	EH23a.chr9
BH4.00004955	62	25240	EH23a.chr5
BH4.00003390	64	35169	EH23a.chrX
BH4.00010843	62	25358	EH23a.chrX
BH4.00019609	62	25363	EH23a.chr8
BH4.00000422	62	25471	EH23a.chr4
BH4.00005492	62	25507	EH23a.chrX
BH4.00008194	62	25615	EH23a.chr6
BH4.00000692	62	25796	EH23a.chr3
BH4.00019520	62	25854	EH23a.chr8
BH4.00018063	62	25952	EH23a.chrX
BH4.00012942	64	36071	EH23a.chr6
BH4.00007505	62	26091	EH23a.chr5
BH4.00001943	62	26277	EH23a.chr7
BH4.00009391	62	26411	EH23a.chr2
BH4.00000177	62	26427	EH23a.chrX
BH4.00003220	62	26460	EH23a.chr6
BH4.00017150	62	26523	EH23a.chr6
BH4.00006012	62	26603	EH23a.chr4
BH4.00003089	62	26662	EH23a.chr3
BH4.00000845	63	31435	EH23a.chr9
BH4.00000027	62	26742	EH23a.chr6
BH4.00009574	62	26743	EH23a.chrX
BH4.00002054	65	43811	EH23a.chr7
BH4.00019664	62	26870	EH23a.chr8
BH4.00002670	62	26892	EH23a.chr1
BH4.00002419	62	26909	EH23a.chr7
BH4.00015767	62	26972	EH23a.chrX
BH4.00013981	62	26996	EH23a.chr8
BH4.00020872	62	27008	EH23a.chrX
BH4.00012772	62	27015	EH23a.chrX
BH4.00004426	62	27061	EH23a.chrX
BH4.00015213	62	27216	EH23a.chrX
BH4.00003693	93	4596221	EH23a.chr6
BH4.00006145	62	27679	EH23a.chr7
BH4.00004070	62	27759	EH23a.chr8
BH4.00016963	62	27960	EH23a.chr8
BH4.00016481	62	27965	EH23a.chr8
BH4.00015837	62	27969	EH23a.chr8
BH4.00016192	62	28003	EH23a.chr8
BH4.00004985	62	28059	EH23a.chrX
BH4.00017712	62	28084	EH23a.chr8
BH4.00006351	63	33167	EH23a.chr8
BH4.00005067	62	28180	EH23a.chr5
BH4.00004579	62	28214	EH23a.chr2
BH4.00000058	62	28287	EH23a.chr7
BH4.00011152	62	28334	EH23a.chr4
BH4.00015129	62	28335	EH23a.chr8
BH4.00015424	62	28410	EH23a.chr8
BH4.00007720	73	175401	EH23a.chr6
BH4.00003272	62	28486	EH23a.chrX
BH4.00005180	62	28593	EH23a.chrX
BH4.00014093	62	28667	EH23a.chr8
BH4.00002275	62	28832	EH23a.chr8
BH4.00020670	62	28898	EH23a.chrX
BH4.00010253	63	34117	EH23a.chr8
BH4.00018664	62	28983	EH23a.chr8
BH4.00005305	62	29015	EH23a.chr8
BH4.00000431	62	29075	EH23a.chr4
BH4.00002582	62	29272	EH23a.chr9
BH4.00004901	62	29303	EH23a.chrX
BH4.00004164	62	29314	EH23a.chr3
BH4.00000646	62	29318	EH23a.chr5
BH4.00019857	62	29339	EH23a.chr8
BH4.00000599	62	29463	EH23a.chr5
BH4.00019687	62	29483	EH23a.chrX
BH4.00017063	62	29499	EH23a.chr8
BH4.00017876	62	29506	EH23a.chrX
BH4.00010779	62	29528	EH23a.chrX
BH4.00015795	62	29555	EH23a.chr8
BH4.00004554	62	29568	EH23a.chr9
BH4.00011846	62	29690	EH23a.chr8
BH4.00000741	62	29723	EH23a.chr3
BH4.00003871	62	29764	EH23a.chr4
BH4.00000465	62	29821	EH23a.chrX
BH4.00013939	62	29860	EH23a.chrX
BH4.00016032	65	49170	EH23a.chr8
BH4.00020110	62	29994	EH23a.chrX
BH4.00015381	62	30033	EH23a.chr3
BH4.00010365	63	35509	EH23a.chr4
BH4.00002912	62	30096	EH23a.chr4
BH4.00010102	62	30165	EH23a.chr8
BH4.00004694	62	30180	EH23a.chr8
BH4.00006992	62	30186	EH23a.chr2
BH4.00018704	62	30197	EH23a.chr8
BH4.00001165	62	30264	EH23a.chr9
BH4.00015520	62	30276	EH23a.chr8
BH4.00012464	62	30276	EH23a.chr8
BH4.00003801	62	30359	EH23a.chr9
BH4.00012028	62	30359	EH23a.chr8
BH4.00009505	62	30365	EH23a.chr6
BH4.00009551	62	30471	EH23a.chrX
BH4.00017276	62	30473	EH23a.chr8
BH4.00004592	62	30527	EH23a.chrX
BH4.00016596	62	30593	EH23a.chr8
BH4.00005694	62	30607	EH23a.chr1
BH4.00013910	62	30696	EH23a.chr3
BH4.00014383	62	30706	EH23a.chrX
BH4.00008166	62	30721	EH23a.chr4
BH4.00014880	62	30736	EH23a.chr6
BH4.00003069	62	30765	EH23a.chrX
BH4.00018364	62	30785	EH23a.chr8
BH4.00022830	62	30814	EH23a.chr8
BH4.00001901	80	621467	EH23a.chr7
BH4.00014692	62	30910	EH23a.chr6
BH4.00014032	62	30945	EH23a.chr8
BH4.00014633	62	30983	EH23a.chr8
BH4.00004311	74	230223	EH23a.chr2
BH4.00006257	62	31118	EH23a.chr1
BH4.00015342	62	31216	EH23a.chr6
BH4.00022374	62	31257	EH23a.chr9
BH4.00017257	62	31437	EH23a.chr8
BH4.00008749	62	31486	EH23a.chrX
BH4.00003600	62	31493	EH23a.chr8
BH4.00004517	62	31565	EH23a.chr7
BH4.00012677	62	31573	EH23a.chr8
BH4.00009584	62	31620	EH23a.chr8
BH4.00008953	62	31673	EH23a.chr5
BH4.00017635	62	31697	EH23a.chr6
BH4.00019864	62	31761	EH23a.chr8
BH4.00010121	62	31802	EH23a.chr4
BH4.00016706	62	31808	EH23a.chrX
BH4.00010357	62	31843	EH23a.chr8
BH4.00010806	62	31912	EH23a.chr3
BH4.00017224	62	32034	EH23a.chr8
BH4.00001858	62	32170	EH23a.chr6
BH4.00002243	62	32176	EH23a.chr7
BH4.00013706	62	32189	EH23a.chr6
BH4.00001796	62	32246	EH23a.chrX
BH4.00012493	62	32285	EH23a.chr8
BH4.00006593	62	32366	EH23a.chr4
BH4.00018998	62	32651	EH23a.chr8
BH4.00002807	62	32677	EH23a.chr9
BH4.00005288	62	32897	EH23a.chr4
BH4.00002270	62	32955	EH23a.chr8
BH4.00019582	62	32957	EH23a.chr8
BH4.00007381	62	32996	EH23a.chr1
BH4.00008322	62	32999	EH23a.chr3
BH4.00000519	62	33001	EH23a.chr5
BH4.00007369	62	33063	EH23a.chr5
BH4.00001129	62	33067	EH23a.chr1
BH4.00009967	62	33079	EH23a.chr3
BH4.00003151	63	39201	EH23a.chr8
BH4.00000753	62	33169	EH23a.chr3
BH4.00019542	62	33196	EH23a.chr8
BH4.00008506	62	33318	EH23a.chr3
BH4.00010871	62	33345	EH23a.chr6
BH4.00009356	62	33355	EH23a.chr6
BH4.00013343	62	33371	EH23a.chr8
BH4.00001883	62	33419	EH23a.chr2
BH4.00010541	62	33435	EH23a.chr8
BH4.00003511	62	33456	EH23a.chr8
BH4.00001439	63	39593	EH23a.chr1
BH4.00012441	62	33524	EH23a.chrX
BH4.00015714	62	33534	EH23a.chr8
BH4.00019508	62	33599	EH23a.chr3
BH4.00003121	62	33714	EH23a.chrX
BH4.00020005	62	33726	EH23a.chrX
BH4.00010981	62	33729	EH23a.chr8
BH4.00006475	62	33755	EH23a.chrX
BH4.00003878	62	33892	EH23a.chr3
BH4.00004350	62	33928	EH23a.chr4
BH4.00013599	62	33928	EH23a.chrX
BH4.00020051	62	33930	EH23a.chr8
BH4.00000805	62	33975	EH23a.chrX
BH4.00011343	62	33977	EH23a.chr8
BH4.00001677	62	33989	EH23a.chr6
BH4.00007297	62	34024	EH23a.chrX
BH4.00000681	62	34040	EH23a.chr3
BH4.00006877	64	47805	EH23a.chr4
BH4.00016948	62	34186	EH23a.chr6
BH4.00016123	62	34188	EH23a.chr6
BH4.00017784	62	34202	EH23a.chr8
BH4.00016343	62	34272	EH23a.chr8
BH4.00008242	62	34366	EH23a.chr8
BH4.00001844	62	34396	EH23a.chrX
BH4.00015007	62	34405	EH23a.chr6
BH4.00012208	62	34405	EH23a.chr8
BH4.00000270	62	34406	EH23a.chr9
BH4.00021137	62	34409	EH23a.chr6
BH4.00010565	62	34523	EH23a.chr8
BH4.00017692	62	34542	EH23a.chr8
BH4.00021219	62	34614	EH23a.chrX
BH4.00000864	62	34660	EH23a.chr5
BH4.00018031	62	34684	EH23a.chr8
BH4.00014490	62	34710	EH23a.chr8
BH4.00010828	62	34711	EH23a.chr6
BH4.00013534	62	34761	EH23a.chr8
BH4.00012282	62	34838	EH23a.chr6
BH4.00015911	62	34909	EH23a.chr6
BH4.00013758	62	34909	EH23a.chr8
BH4.00009294	62	34951	EH23a.chr8
BH4.00004268	62	35086	EH23a.chr2
BH4.00016350	62	35092	EH23a.chr8
BH4.00018638	62	35147	EH23a.chrX
BH4.00012663	62	35159	EH23a.chr3
BH4.00005529	62	35181	EH23a.chrX
BH4.00019669	62	35220	EH23a.chr8
BH4.00014149	62	35234	EH23a.chrX
BH4.00005741	62	35251	EH23a.chr4
BH4.00000170	62	35348	EH23a.chr5
BH4.00003362	62	35361	EH23a.chr2
BH4.00002542	62	35365	EH23a.chr3
BH4.00022266	62	35365	EH23a.chrX
BH4.00010178	62	35452	EH23a.chrX
BH4.00019523	62	35595	EH23a.chr6
BH4.00000426	62	35769	EH23a.chr4
BH4.00004804	62	35962	EH23a.chr8
BH4.00002878	62	35994	EH23a.chr6
BH4.00018180	62	35995	EH23a.chrX
BH4.00005008	62	36158	EH23a.chr5
BH4.00018608	62	36188	EH23a.chr8
BH4.00002536	62	36211	EH23a.chr5
BH4.00002284	62	36220	EH23a.chr8
BH4.00021952	62	36263	EH23a.chr8
BH4.00002507	62	36272	EH23a.chr5
BH4.00011916	62	36357	EH23a.chr6
BH4.00017603	62	36492	EH23a.chr3
BH4.00012485	60	26051	EH23a.chr3
BH4.00000323	62	36571	EH23a.chr3
BH4.00012165	62	36612	EH23a.chrX
BH4.00013103	62	36757	EH23a.chr8
BH4.00011472	62	36784	EH23a.chr1
BH4.00014130	62	36789	EH23a.chr8
BH4.00001604	62	37021	EH23a.chr8
BH4.00010616	62	37033	EH23a.chr3
BH4.00004658	62	37109	EH23a.chr8
BH4.00014638	62	37131	EH23a.chr8
BH4.00013084	62	37184	EH23a.chr8
BH4.00001162	62	37235	EH23a.chr4
BH4.00015355	62	37392	EH23a.chr8
BH4.00000416	62	37512	EH23a.chrX
BH4.00001214	62	37553	EH23a.chr2
BH4.00007477	62	37558	EH23a.chr2
BH4.00012153	62	37622	EH23a.chr3
BH4.00004569	62	37685	EH23a.chr2
BH4.00002955	62	37721	EH23a.chr8
BH4.00002315	62	37738	EH23a.chr8
BH4.00001578	62	37796	EH23a.chr3
BH4.00009935	62	37817	EH23a.chr8
BH4.00006764	62	37944	EH23a.chrX
BH4.00004264	62	37958	EH23a.chr8
BH4.00001557	62	37990	EH23a.chr7
BH4.00010693	62	37994	EH23a.chr8
BH4.00011758	64	53530	EH23a.chr8
BH4.00000154	62	38161	EH23a.chrX
BH4.00004471	62	38173	EH23a.chrX
BH4.00020310	62	38192	EH23a.chr8
BH4.00013339	62	38279	EH23a.chr8
BH4.00014746	62	38388	EH23a.chr6
BH4.00004253	62	38464	EH23a.chrX
BH4.00001782	62	38479	EH23a.chrX
BH4.00017024	62	38497	EH23a.chr8
BH4.00018012	62	38510	EH23a.chrX
BH4.00010059	62	38539	EH23a.chr6
BH4.00003892	62	38634	EH23a.chr6
BH4.00009375	62	38753	EH23a.chr6
BH4.00010164	62	38775	EH23a.chr6
BH4.00001463	62	38868	EH23a.chr1
BH4.00003487	62	39094	EH23a.chr1
BH4.00004993	62	39150	EH23a.chr6
BH4.00002971	62	39241	EH23a.chr7
BH4.00021695	62	39259	EH23a.chr6
BH4.00010925	62	39272	EH23a.chr8
BH4.00000190	62	39349	EH23a.chr5
BH4.00018100	62	39537	EH23a.chrX
BH4.00023154	62	39588	EH23a.chr8
BH4.00014516	62	39652	EH23a.chr3
BH4.00003449	62	39727	EH23a.chr8
BH4.00010391	62	40025	EH23a.chr8
BH4.00000443	62	40254	EH23a.chrX
BH4.00004910	62	40340	EH23a.chr6
BH4.00007658	62	40341	EH23a.chr4
BH4.00003544	62	40462	EH23a.chr8
BH4.00015310	62	40566	EH23a.chr6
BH4.00011690	62	40583	EH23a.chr8
BH4.00007354	62	40634	EH23a.chrX
BH4.00006082	62	40635	EH23a.chr5
BH4.00004986	62	40936	EH23a.chr5
BH4.00000245	62	41095	EH23a.chrX
BH4.00000530	62	41137	EH23a.chr2
BH4.00002318	62	41446	EH23a.chr8
BH4.00019788	62	41456	EH23a.chr3
BH4.00021772	62	41585	EH23a.chr8
BH4.00004530	62	41625	EH23a.chr9
BH4.00002758	62	41661	EH23a.chrX
BH4.00003813	62	41712	EH23a.chr7
BH4.00001437	62	41735	EH23a.chr1
BH4.00001823	62	41855	EH23a.chr6
BH4.00005685	62	42131	EH23a.chr1
BH4.00011688	62	42143	EH23a.chr8
BH4.00000962	62	42173	EH23a.chr5
BH4.00006154	62	42207	EH23a.chr5
BH4.00012924	62	42238	EH23a.chr3
BH4.00000481	62	42274	EH23a.chr5
BH4.00000337	62	42318	EH23a.chrX
BH4.00009504	62	42572	EH23a.chr8
BH4.00008856	62	42720	EH23a.chr8
BH4.00006044	62	42906	EH23a.chr5
BH4.00013938	61	36126	EH23a.chr8
BH4.00012400	62	43070	EH23a.chrX
BH4.00000836	62	43186	EH23a.chr5
BH4.00003977	62	43190	EH23a.chrX
BH4.00005588	62	43298	EH23a.chrX
BH4.00018588	62	43319	EH23a.chr6
BH4.00008770	62	43381	EH23a.chr8
BH4.00004593	62	43410	EH23a.chr3
BH4.00015366	62	43428	EH23a.chr8
BH4.00013807	62	43503	EH23a.chr6
BH4.00001274	62	43702	EH23a.chrX
BH4.00002456	62	44224	EH23a.chr8
BH4.00008765	62	44337	EH23a.chr8
BH4.00016270	62	44337	EH23a.chr8
BH4.00013299	62	44434	EH23a.chr8
BH4.00007316	62	44646	EH23a.chrX
BH4.00000213	62	44679	EH23a.chr3
BH4.00001164	62	44772	EH23a.chr4
BH4.00011852	62	44919	EH23a.chr8
BH4.00010443	62	44981	EH23a.chr8
BH4.00010008	62	45011	EH23a.chrX
BH4.00002016	62	45437	EH23a.chrX
BH4.00001601	93	9744200	EH23a.chr8
BH4.00010595	62	45685	EH23a.chr8
BH4.00019621	62	45988	EH23a.chr3
BH4.00008279	62	46247	EH23a.chr6
BH4.00006182	62	46446	EH23a.chrX
BH4.00011979	62	46710	EH23a.chr6
BH4.00007362	62	47825	EH23a.chr6
BH4.00006592	62	47988	EH23a.chr6
BH4.00003040	62	48165	EH23a.chr5
BH4.00005581	63	57468	EH23a.chr8
BH4.00168116	62	48383	EH23a.chr8
BH4.00007252	62	48715	EH23a.chrX
BH4.00007964	62	49223	EH23a.chrX
BH4.00000940	62	49253	EH23a.chr5
BH4.00007739	69	167342	EH23a.chrX
BH4.00018501	62	49590	EH23a.chr6
BH4.00005627	62	49990	EH23a.chr5
BH4.00002305	62	50725	EH23a.chr3
BH4.00008541	62	51173	EH23a.chr8
BH4.00009931	62	51274	EH23a.chrX
BH4.00000869	62	51650	EH23a.chr5
BH4.00017504	62	51732	EH23a.chr6
BH4.00004254	62	53505	EH23a.chr9
BH4.00001457	62	53576	EH23a.chr1
BH4.00019484	62	54058	EH23a.chr8
BH4.00011020	62	54776	EH23a.chrX
BH4.00007601	62	56788	EH23a.chrX
BH4.00005439	68	165825	EH23a.chrX
BH4.00004432	62	57514	EH23a.chr1
BH4.00002148	62	57768	EH23a.chr7
BH4.00003052	62	60731	EH23a.chr5
BH4.00003628	62	61200	EH23a.chr8
BH4.00008327	62	61601	EH23a.chr8
BH4.00001067	62	62008	EH23a.chr1
BH4.00002155	62	62586	EH23a.chrX
BH4.00008230	62	62891	EH23a.chrX
BH4.00003136	64	92077	EH23a.chr6
BH4.00006202	62	64455	EH23a.chr8
BH4.00008100	62	67017	EH23a.chrX
BH4.00001388	62	67143	EH23a.chr1
BH4.00007986	62	67229	EH23a.chrX
BH4.00008038	62	68510	EH23a.chrX
BH4.00002144	62	68621	EH23a.chr7
BH4.00000235	62	69612	EH23a.chr3
BH4.00007912	62	72911	EH23a.chr6
BH4.00003215	62	74650	EH23a.chrX
BH4.00006657	56	25723	EH23a.chr6
BH4.00011569	56	25921	EH23a.chr8
BH4.00001426	62	78544	EH23a.chr1
BH4.00002467	62	80395	EH23a.chr8
BH4.00007390	72	497542	EH23a.chr4
BH4.00007962	62	80732	EH23a.chr8
BH4.00007956	64	120970	EH23a.chrX
BH4.00007409	62	84319	EH23a.chrX
BH4.00003161	62	84813	EH23a.chr8
BH4.00001468	55	23708	EH23a.chr1
BH4.00006919	62	86679	EH23a.chr4
BH4.00004273	80	2529402	EH23a.chr3
BH4.00005597	66	200531	EH23a.chr8
BH4.00010170	56	31843	EH23a.chr3
BH4.00003490	62	98751	EH23a.chr1
BH4.00007927	62	98947	EH23a.chrX
BH4.00004051	74	930643	EH23a.chr9
BH4.00011789	57	40726	EH23a.chr8
BH4.00002359	62	109343	EH23a.chr3
BH4.00001093	62	109828	EH23a.chr1
BH4.00007875	62	112799	EH23a.chrX
BH4.00006179	62	113663	EH23a.chrX
BH4.00002494	62	116928	EH23a.chr5
BH4.00002138	62	118316	EH23a.chr7
BH4.00007705	62	120944	EH23a.chr4
BH4.00007331	62	123818	EH23a.chr8
BH4.00005997	54	28237	EH23a.chr8
BH4.00006141	62	131537	EH23a.chr4
BH4.00007806	62	139021	EH23a.chrX
BH4.00007837	62	142688	EH23a.chrX
BH4.00001275	62	150462	EH23a.chrX
BH4.00005959	75	2029230	EH23a.chr2
BH4.00003563	53	29748	EH23a.chr2
BH4.00006152	62	172489	EH23a.chrX
BH4.00007667	62	175418	EH23a.chr1
BH4.00007647	62	175577	EH23a.chr2
BH4.00004425	62	181412	EH23a.chrX
BH4.00002195	62	181501	EH23a.chrX
BH4.00004974	54	38524	EH23a.chr5
BH4.00007786	62	186475	EH23a.chrX
BH4.00007470	62	198419	EH23a.chr1
BH4.00004330	77	3813340	EH23a.chr4
BH4.00007706	62	200163	EH23a.chrX
BH4.00004546	62	203809	EH23a.chr3
BH4.00010884	49	15929	EH23a.chrX
BH4.00015100	53	36395	EH23a.chrX
BH4.00010411	52	30231	EH23a.chr3
BH4.00004234	62	223376	EH23a.chrX
BH4.00001803	62	231471	EH23a.chrX
BH4.00000185	62	233286	EH23a.chr3
BH4.00007230	62	237404	EH23a.chr5
BH4.00007676	62	262616	EH23a.chrX
BH4.00007575	62	269779	EH23a.chr3
BH4.00001393	62	276827	EH23a.chr1
BH4.00005452	73	2561911	EH23a.chrX
BH4.00004744	62	281878	EH23a.chr6
BH4.00007552	62	282366	EH23a.chr7
BH4.00003819	62	286462	EH23a.chr9
BH4.00007579	62	295812	EH23a.chr4
BH4.00007563	62	300134	EH23a.chr4
BH4.00007615	62	300311	EH23a.chr6
BH4.00006603	62	325158	EH23a.chr1
BH4.00005263	62	328572	EH23a.chr5
BH4.00007531	62	336084	EH23a.chr6
BH4.00007588	62	342996	EH23a.chrX
BH4.00006743	62	356507	EH23a.chr1
BH4.00007584	62	363541	EH23a.chrX
BH4.00005996	62	373076	EH23a.chr4
BH4.00015592	51	38483	EH23a.chr6
BH4.00005968	70	1976029	EH23a.chr6
BH4.00019824	52	47645	EH23a.chr8
BH4.00003500	51	39151	EH23a.chr8
BH4.00007422	62	384783	EH23a.chr3
BH4.00015419	49	26654	EH23a.chr6
BH4.00001896	62	402085	EH23a.chrX
BH4.00003816	62	426048	EH23a.chr9
BH4.00001400	62	428872	EH23a.chr1
BH4.00000331	49	28969	EH23a.chrX
BH4.00010029	50	36038	EH23a.chrX
BH4.00007455	62	457326	EH23a.chr7
BH4.00005568	63	570202	EH23a.chr8
BH4.00007456	62	473747	EH23a.chr2
BH4.00005007	52	60141	EH23a.chr5
BH4.00010040	48	26274	EH23a.chrX
BH4.00007508	62	512081	EH23a.chr3
BH4.00007511	62	527218	EH23a.chrX
BH4.00007415	62	532993	EH23a.chr4
BH4.00003202	62	559605	EH23a.chr2
BH4.00168113	62	560438	EH23a.chr1
BH4.00009031	49	35081	EH23a.chr8
BH4.00001962	62	590379	EH23a.chr6
BH4.00003588	52	70308	EH23a.chr8
BH4.00168108	48	30072	EH23a.chr9
BH4.00007382	62	619961	EH23a.chr9
BH4.00000494	49	37979	EH23a.chr5
BH4.00007340	62	627138	EH23a.chr2
BH4.00016738	49	38739	EH23a.chr6
BH4.00006800	62	662011	EH23a.chr4
BH4.00006384	66	1592181	EH23a.chr2
BH4.00005615	62	682307	EH23a.chrX
BH4.00001076	62	694115	EH23a.chr1
BH4.00007087	62	710509	EH23a.chr6
BH4.00011587	49	42309	EH23a.chr8
BH4.00007213	62	728754	EH23a.chr6
BH4.00017550	47	29389	EH23a.chr8
BH4.00007127	62	806393	EH23a.chr5
BH4.00014207	47	30775	EH23a.chr8
BH4.00007060	62	860731	EH23a.chr6
BH4.00000437	48	40783	EH23a.chr1
BH4.00006350	62	902861	EH23a.chr2
BH4.00006766	63	1167341	EH23a.chr1
BH4.00006984	62	952549	EH23a.chr4
BH4.00010070	48	43206	EH23a.chr8
BH4.00005126	47	34725	EH23a.chr5
BH4.00009054	46	28101	EH23a.chr3
BH4.00009003	46	28222	EH23a.chr8
BH4.00013035	45	22609	EH23a.chr8
BH4.00006777	47	35308	EH23a.chrX
BH4.00003535	62	1026023	EH23a.chr7
BH4.00001852	65	2047405	EH23a.chr6
BH4.00006284	62	1092361	EH23a.chr2
BH4.00010408	47	38259	EH23a.chr8
BH4.00001850	45	25591	EH23a.chr6
BH4.00006665	62	1190970	EH23a.chr1
BH4.00005765	63	1543494	EH23a.chr4
BH4.00012930	45	27887	EH23a.chr3
BH4.00022109	46	35759	EH23a.chr8
BH4.00019477	44	22881	EH23a.chrX
BH4.00003131	62	1436015	EH23a.chr8
BH4.00022052	48	62988	EH23a.chr8
BH4.00013258	44	25166	EH23a.chr8
BH4.00006089	45	32812	EH23a.chr2
BH4.00007446	56	420956	EH23a.chr9
BH4.00004714	62	1771662	EH23a.chr5
BH4.00000993	62	1802251	EH23a.chr5
BH4.00005712	63	2312462	EH23a.chr3
BH4.00012474	44	28125	EH23a.chr8
BH4.00004008	62	1891158	EH23a.chr3
BH4.00010568	43	22868	EH23a.chrX
BH4.00006052	62	1988049	EH23a.chrX
BH4.00006117	62	2005202	EH23a.chr6
BH4.00009664	45	37719	EH23a.chr8
BH4.00014124	44	30794	EH23a.chr8
BH4.00003864	51	161703	EH23a.chrX
BH4.00001319	62	2197662	EH23a.chr5
BH4.00005784	62	2250000	EH23a.chrX
BH4.00005154	62	2316886	EH23a.chr3
BH4.00007908	49	108163	EH23a.chrX
BH4.00005382	62	2353789	EH23a.chr5
BH4.00002902	62	2527254	EH23a.chr5
BH4.00014317	43	29287	EH23a.chr8
BH4.00005347	62	2817770	EH23a.chr4
BH4.00003413	42	24149	EH23a.chr8
BH4.00003503	44	40567	EH23a.chr8
BH4.00002478	44	40832	EH23a.chr8
BH4.00004889	62	3143536	EH23a.chr6
BH4.00016745	43	32145	EH23a.chr8
BH4.00005133	62	3172870	EH23a.chr9
BH4.00007527	47	90431	EH23a.chrX
BH4.00004622	62	3589106	EH23a.chr3
BH4.00003825	42	27962	EH23a.chr9
BH4.00004627	62	3676557	EH23a.chrX
BH4.00002120	62	3880922	EH23a.chr7
BH4.00001669	62	4123979	EH23a.chr6
BH4.00006778	43	41506	EH23a.chr4
BH4.00008071	44	53622	EH23a.chrX
BH4.00168115	62	4639702	EH23a.chr1
BH4.00003399	62	4897871	EH23a.chr8
BH4.00003139	62	5498960	EH23a.chr1
BH4.00021504	41	28994	EH23a.chr8
BH4.00014409	42	42204	EH23a.chr3
BH4.00002363	62	6903220	EH23a.chr4
BH4.00001728	41	33326	EH23a.chr2
BH4.00013410	42	44491	EH23a.chrX
BH4.00002481	62	7318642	EH23a.chr5
BH4.00003043	41	36545	EH23a.chr5
BH4.00000357	62	8101511	EH23a.chr6
BH4.00004818	39	22925	EH23a.chr8
BH4.00011153	40	30723	EH23a.chrX
BH4.00012980	39	24194	EH23a.chr8
BH4.00000455	41	41071	EH23a.chr5
BH4.00000381	40	32939	EH23a.chr6
BH4.00168091	62	10267918	EH23a.chr6
BH4.00006601	39	26165	EH23a.chr8
BH4.00014775	40	33978	EH23a.chr6
BH4.00004286	44	107950	EH23a.chr1
BH4.00005342	38	22613	EH23a.chr3
BH4.00016827	39	29655	EH23a.chr8
BH4.00014524	38	24390	EH23a.chr3
BH4.00014802	39	33218	EH23a.chr8
BH4.00008261	39	33452	EH23a.chrX
BH4.00003223	41	60066	EH23a.chr8
BH4.00011298	39	36635	EH23a.chrX
BH4.00015785	38	29193	EH23a.chr8
BH4.00016633	39	42408	EH23a.chr8
BH4.00008122	40	57256	EH23a.chrX
BH4.00003039	39	45561	EH23a.chr9
BH4.00001456	37	27427	EH23a.chr1
BH4.00015719	38	36751	EH23a.chr8
BH4.00014967	38	37582	EH23a.chr6
BH4.00012329	37	29020	EH23a.chr8
BH4.00000580	36	23179	EH23a.chr9
BH4.00015163	36	23294	EH23a.chrX
BH4.00008510	38	43038	EH23a.chr3
BH4.00011225	36	25748	EH23a.chr1
BH4.00014144	37	35320	EH23a.chr3
BH4.00010970	39	63492	EH23a.chr6
BH4.00014753	37	38690	EH23a.chr8
BH4.00014140	37	40468	EH23a.chr6
BH4.00002600	38	56166	EH23a.chr5
BH4.00016505	37	43707	EH23a.chr8
BH4.00007375	37	45708	EH23a.chrX
BH4.00014090	36	34571	EH23a.chr8
BH4.00004363	34	20202	EH23a.chr6
BH4.00011344	37	48880	EH23a.chr8
BH4.00017831	34	20644	EH23a.chr8
BH4.00015240	36	37772	EH23a.chr6
BH4.00008919	35	28761	EH23a.chrX
BH4.00002248	42	229961	EH23a.chrX
BH4.00011933	34	22392	EH23a.chr8
BH4.00016378	34	22743	EH23a.chr8
BH4.00014081	35	30549	EH23a.chrX
BH4.00002027	34	22757	EH23a.chrX
BH4.00010108	35	30928	EH23a.chrX
BH4.00009502	35	30975	EH23a.chrX
BH4.00014139	36	42051	EH23a.chr3
BH4.00014664	35	31937	EH23a.chr8
BH4.00009532	34	24074	EH23a.chr8
BH4.00016914	34	24330	EH23a.chr8
BH4.00014876	36	44259	EH23a.chr6
BH4.00010564	36	44960	EH23a.chrX
BH4.00005800	33	18934	EH23a.chr4
BH4.00016456	34	27293	EH23a.chr8
BH4.00002773	35	39193	EH23a.chr7
BH4.00000878	35	43667	EH23a.chrX
BH4.00022184	35	45425	EH23a.chr8
BH4.00001130	38	114704	EH23a.chr1
BH4.00016174	34	34450	EH23a.chr8
BH4.00009896	33	26875	EH23a.chr3
BH4.00006789	34	36637	EH23a.chr1
BH4.00019192	33	28070	EH23a.chr3
BH4.00023356	34	38478	EH23a.chr8
BH4.00007842	37	98638	EH23a.chr8
BH4.00001410	32	21722	EH23a.chr9
BH4.00021310	34	40970	EH23a.chr3
BH4.00013045	31	16065	EH23a.chr6
BH4.00003582	34	41344	EH23a.chr8
BH4.00011804	33	30608	EH23a.chr8
BH4.00011634	33	30916	EH23a.chr6
BH4.00008918	34	42432	EH23a.chr8
BH4.00005965	42	527666	EH23a.chr8
BH4.00005620	31	16993	EH23a.chrX
BH4.00012325	32	23768	EH23a.chr8
BH4.00005877	36	84586	EH23a.chr1
BH4.00023275	31	17755	EH23a.chrX
BH4.00022884	31	17924	EH23a.chrX
BH4.00015324	33	34409	EH23a.chr3
BH4.00007807	31	18506	EH23a.chr7
BH4.00006806	31	18539	EH23a.chr1
BH4.00015089	31	18622	EH23a.chr8
BH4.00014402	31	18715	EH23a.chr6
BH4.00000408	31	18821	EH23a.chr4
BH4.00017981	31	18841	EH23a.chr8
BH4.00000380	31	18967	EH23a.chr6
